PETROL (GHp/Lt),DIESEL (GHp/Lt),LPG (GHp/Kg),KEROSENE (GHp/Lt),MGO LOCAL (GHp/Lt)
395.5,431.5,400.15,355.0,455.0
396.0,397.0,400.15,355.0,455.0
429.0,431.0,400.15,355.0,455.0
412.0,412.0,400.15,355.0,455.0
412.0,412.0,453.54,355.0,455.0
412.0,412.0,496.02,355.0,455.0
417.0,417.0,490.0,355.0,455.0
417.0,417.0,493.92,355.0,455.0
424.13,432.13,520.9,355.0,455.0
434.13,442.13,480.9,355.0,455.0
463.88,501.88,494.15,424.88,439.18
393.0,414.0,494.15,424.88,439.18
377.6,390.6,494.15,424.88,439.18
377.6,390.6,374.35,424.88,439.18
419.0,419.0,455.0,424.88,439.18
424.13,428.13,461.9,424.88,439.18
405.06,413.84,461.9,424.88,439.18
425.0,425.0,461.9,424.88,439.18
425.0,425.0,493.92,424.88,439.18
403.0,403.0,493.92,424.88,439.18
409.0,410.0,493.92,424.88,439.18
385.0,400.0,493.92,424.88,439.18
431.0,431.5,547.78,359.69,351.96
429.71,434.25,547.78,359.69,351.96
424.1,432.1,480.88,359.69,351.96
424.1,432.1,493.92,359.69,351.96
402.55,420.12,510.0,359.69,351.96
410.0,410.0,510.0,359.69,351.96
419.0,437.0,510.0,359.69,351.96
419.0,437.0,469.57,359.69,351.96
405.56,433.56,469.57,359.69,351.96
399.07,408.07,469.57,359.69,351.96
433.1,431.1,491.88,359.69,351.96
344.16,384.16,491.88,359.69,351.96
441.66,465.96,411.93,359.69,351.96
431.0,441.0,462.28,359.69,351.96
431.0,441.0,445.74,359.69,351.96
431.0,441.0,424.78,359.69,351.96
440.0,440.0,424.78,359.69,351.96
412.0,431.0,480.0,359.69,351.96
412.0,431.0,455.78,359.69,351.96
412.0,431.0,460.0,359.69,351.96
412.0,431.0,475.74,359.69,351.96
385.0,395.0,421.6,359.69,351.96
385.0,395.0,445.74,359.69,351.96
385.0,395.0,500.0,359.69,351.96
385.0,395.0,532.78,359.69,351.96
426.88,448.88,532.78,382.13,351.96
449.0,466.0,532.78,382.13,351.96
449.0,466.0,457.42,382.13,351.96
449.0,466.0,473.78,382.13,351.96
424.0,422.0,473.78,382.13,351.96
414.0,411.0,437.78,382.13,351.96
414.0,411.0,465.49,382.13,351.96
423.1,431.1,465.49,382.13,351.96
424.1,432.1,460.88,382.13,351.96
419.0,419.0,460.88,382.13,351.96
444.56,459.03,463.31,382.13,335.33
400.0,410.0,420.0,382.13,273.0
440.0,440.0,450.0,370.0,310.0
423.0,425.0,499.0,370.0,310.0
430.46,463.46,499.0,370.0,310.0
430.46,463.46,414.45,370.0,310.0
430.46,463.46,453.06,370.0,310.0
410.84,410.84,459.47,370.0,310.0
404.13,452.13,459.47,370.0,310.0
369.0,417.0,459.47,370.0,310.0
419.16,419.16,451.93,370.0,310.0
418.0,425.53,451.93,370.0,302.83
418.0,425.53,460.0,370.0,302.83
418.0,425.53,460.65,370.0,302.83
400.0,400.0,345.45,205.37,234.45
485.0,485.0,345.45,205.37,234.45
482.14,497.14,345.45,464.14,234.45
404.23,429.23,461.0,464.14,234.45
413.46,418.46,461.0,464.14,234.45
534.5,537.5,554.0,464.14,234.45
534.5,537.5,450.78,464.14,234.45
420.0,420.0,440.0,420.0,420.0
420.0,420.0,454.89,420.0,420.0
420.0,420.0,435.28,420.0,420.0
345.11,375.11,400.04,420.0,420.0
345.11,375.11,455.75,420.0,420.0
469.0,477.0,455.75,475.0,420.0
424.72,437.41,455.75,475.0,420.0
424.72,437.41,408.88,475.0,420.0
424.72,437.41,444.0,475.0,420.0
424.72,437.41,422.9,475.0,420.0
425.5,443.5,422.9,475.0,420.0
437.0,445.0,422.9,475.0,420.0
434.0,437.0,422.9,475.0,420.0
454.0,454.0,422.9,475.0,420.0
454.0,454.0,475.65,475.0,420.0
454.0,454.0,463.54,475.0,420.0
454.0,454.0,496.02,475.0,420.0
431.0,431.0,500.78,475.0,420.0
431.0,431.0,498.92,475.0,420.0
448.13,456.13,492.9,475.0,420.0
400.0,400.0,492.9,475.0,420.0
444.9,444.9,410.65,349.88,334.18
453.0,456.0,410.65,349.88,334.18
453.0,456.0,389.37,349.88,334.18
439.9,439.9,430.0,349.88,334.18
439.9,439.9,463.74,349.88,334.18
437.07,445.07,463.74,349.88,334.18
437.07,445.07,452.78,349.88,334.18
448.13,456.13,492.9,349.88,334.18
515.63,523.63,480.9,533.63,438.93
428.76,426.76,480.9,533.63,438.93
473.0,473.0,480.9,533.63,438.93
420.0,420.0,480.9,533.63,438.93
420.0,498.92,480.9,533.63,438.93
439.0,439.0,480.9,533.63,438.93
409.0,410.0,480.9,533.63,438.93
385.0,400.0,480.9,533.63,438.93
450.0,453.0,556.28,488.5,364.31
522.0,510.0,556.28,488.5,364.31
484.1,484.1,490.88,488.5,364.31
453.0,456.0,490.88,488.5,364.31
462.0,460.0,490.88,488.5,364.31
497.97,501.01,461.63,488.5,374.31
497.97,501.01,498.92,488.5,374.31
451.06,459.23,510.0,488.5,374.31
420.0,420.0,510.0,488.5,374.31
477.0,480.0,510.0,488.5,374.31
477.0,480.0,470.57,488.5,374.31
463.56,466.56,470.57,488.5,374.31
437.07,445.07,470.57,488.5,374.31
453.1,451.1,491.88,488.5,374.31
416.16,404.16,491.88,488.5,374.31
444.66,468.16,441.93,488.5,374.31
440.5,440.5,441.93,488.5,374.31
459.0,461.0,507.28,488.5,374.31
459.0,461.0,465.74,488.5,374.31
459.0,461.0,439.78,488.5,374.31
450.0,450.0,439.78,488.5,374.31
487.0,495.0,488.0,488.5,374.31
487.0,495.0,475.78,488.5,374.31
487.0,495.0,440.78,488.5,374.31
428.0,428.0,421.6,488.5,374.31
428.0,428.0,434.0,488.5,374.31
428.0,428.0,511.0,488.5,374.31
428.0,428.0,532.78,488.5,374.31
446.88,454.88,532.78,385.13,374.31
479.0,477.0,532.78,385.13,374.31
479.0,477.0,473.78,385.13,374.31
457.0,465.0,473.78,385.13,374.31
430.0,430.0,460.0,385.13,374.31
430.43,430.43,404.12,385.13,374.31
430.43,430.43,461.99,385.13,374.31
436.1,444.1,461.99,385.13,374.31
453.1,464.1,474.88,385.13,374.31
497.97,501.01,461.63,385.13,374.31
439.0,439.0,422.0,385.13,374.31
450.0,450.0,460.0,370.0,325.0
514.0,514.0,514.0,370.0,325.0
545.46,563.46,514.0,370.0,325.0
545.46,563.46,414.45,370.0,325.0
545.46,563.46,463.06,370.0,325.0
435.84,435.84,459.47,370.0,325.0
467.13,485.13,459.47,370.0,325.0
428.76,426.76,459.47,370.0,325.0
443.16,458.16,459.47,370.0,325.0
448.0,476.0,459.47,370.0,353.3
448.0,476.0,480.65,370.0,353.3
423.76,431.12,444.16,294.84,305.42
443.0,440.0,556.28,488.5,351.31
509.14,502.14,556.28,464.14,351.31
466.48,520.23,465.01,464.14,351.31
450.46,463.46,465.01,464.14,321.76
411.0,414.0,439.0,464.14,321.76
411.0,414.0,445.78,464.14,321.76
410.0,414.0,479.0,464.14,321.76
443.0,443.0,440.0,433.0,420.0
443.0,443.0,455.72,433.0,420.0
443.0,443.0,454.89,433.0,420.0
443.0,443.0,450.28,433.0,420.0
408.11,418.11,400.04,433.0,420.0
409.9,409.9,400.04,433.0,420.0
409.9,409.9,465.75,433.0,420.0
497.0,513.0,465.75,433.0,420.0
456.13,464.13,465.75,433.0,420.0
456.13,464.13,408.88,433.0,420.0
456.13,464.13,444.0,433.0,420.0
456.13,464.13,427.8,433.0,420.0
470.2,471.5,427.8,433.0,420.0
442.0,210.0,427.8,433.0,420.0
442.0,468.0,427.8,433.0,420.0
474.0,476.0,427.8,433.0,420.0
474.0,476.0,480.65,433.0,420.0
474.0,476.0,473.54,433.0,420.0
474.0,476.0,496.02,433.0,420.0
440.0,440.0,500.78,433.0,420.0
444.88,452.88,500.78,433.0,420.0
444.88,452.88,468.92,433.0,420.0
471.53,462.77,509.77,433.0,420.0
541.23,549.23,565.01,433.0,420.0
496.88,504.88,410.65,444.88,369.18
496.88,504.88,404.35,444.88,369.18
450.1,450.1,456.1,444.88,369.18
450.1,450.1,473.74,444.88,369.18
471.53,462.77,509.77,444.88,369.18
518.63,526.63,480.9,536.63,438.93
457.8,467.39,480.9,536.63,438.93
478.5,478.5,480.9,536.63,438.93
452.0,453.0,480.9,536.63,438.93
452.0,453.0,468.92,536.63,438.93
449.0,449.0,468.92,536.63,438.93
430.0,434.0,468.92,536.63,438.93
385.0,400.0,468.92,536.63,438.93
475.0,475.0,556.28,488.5,374.31
473.84,479.86,556.28,488.5,374.31
486.1,492.1,490.88,488.5,374.31
486.1,492.1,468.92,488.5,374.31
474.74,484.33,510.0,488.5,374.31
450.0,450.0,510.0,488.5,374.31
505.0,494.0,510.0,488.5,374.31
505.0,494.0,497.57,488.5,374.31
473.56,481.56,497.57,488.5,374.31
473.56,481.56,497.57,488.5,374.31
476.1,474.1,491.88,488.5,374.31
426.16,435.16,491.88,488.5,374.31
443.16,461.16,441.93,488.5,374.31
468.0,483.0,441.93,488.5,374.31
458.46,458.46,441.93,488.5,374.31
458.46,458.46,472.24,488.5,374.31
458.46,458.46,449.78,488.5,374.31
500.0,500.0,449.78,488.5,374.31
500.0,500.0,460.78,488.5,374.31
392.0,405.0,460.78,488.5,374.31
392.0,405.0,467.35,488.5,374.31
425.0,425.0,421.6,488.5,374.31
425.0,425.0,454.0,488.5,374.31
463.1,466.1,454.0,488.5,374.31
463.1,466.1,537.78,488.5,374.31
463.1,466.1,532.78,488.5,374.31
461.88,484.88,532.78,395.13,374.31
492.0,490.0,532.78,395.13,374.31
492.0,490.0,490.42,395.13,374.31
492.0,490.0,473.78,395.13,374.31
477.0,490.0,473.78,395.13,374.31
417.0,414.0,437.78,395.13,374.31
417.0,414.0,476.99,395.13,374.31
496.1,514.1,476.99,395.13,374.31
471.1,483.1,484.88,395.13,374.31
419.0,419.0,484.88,395.13,374.31
515.21,519.0,491.34,395.13,392.3
439.0,439.0,463.0,395.13,315.0
460.0,460.0,460.0,380.0,330.0
514.0,514.0,514.0,380.0,330.0
528.46,546.46,514.0,380.0,330.0
528.46,546.46,434.45,380.0,330.0
528.46,546.46,476.06,380.0,330.0
435.84,435.84,459.47,380.0,330.0
477.13,495.13,459.47,380.0,330.0
460.16,468.16,466.93,380.0,330.0
447.0,461.0,466.93,380.0,353.3
447.0,461.0,491.0,380.0,353.3
443.76,452.33,452.74,320.81,326.63
465.0,465.0,556.28,488.5,364.31
515.14,508.14,556.28,467.14,364.31
476.23,496.23,485.01,467.14,364.31
458.46,466.46,485.01,467.14,321.76
445.0,445.0,441.0,467.14,321.76
475.0,475.0,470.0,472.0,450.0
475.0,475.0,480.72,472.0,450.0
475.0,475.0,474.89,472.0,450.0
475.0,475.0,455.28,472.0,450.0
438.11,448.11,430.04,472.0,450.0
444.9,444.9,430.04,472.0,450.0
444.9,444.9,468.78,472.0,450.0
502.0,515.0,468.78,420.0,450.0
467.13,474.13,468.78,420.0,450.0
467.13,474.13,460.88,420.0,450.0
467.13,474.13,459.0,420.0,450.0
467.13,474.13,448.28,420.0,450.0
457.0,465.0,448.28,420.0,450.0
498.0,498.0,448.28,420.0,450.0
464.0,477.0,448.28,420.0,450.0
464.0,477.0,507.65,420.0,450.0
464.0,477.0,502.54,420.0,450.0
464.0,477.0,496.02,420.0,450.0
465.0,465.0,550.78,420.0,450.0
464.88,473.88,550.78,420.0,450.0
489.22,499.13,534.96,420.0,450.0
531.13,539.13,554.91,420.0,450.0
481.9,481.9,410.65,364.88,384.18
481.9,481.9,424.35,364.88,384.18
479.9,479.9,480.0,364.88,384.18
479.9,479.9,501.74,364.88,384.18
489.22,499.13,534.96,364.88,384.18
469.71,480.73,534.96,364.88,384.18
501.0,501.0,534.96,364.88,384.18
471.1,475.1,534.96,364.88,384.18
459.0,459.0,534.96,364.88,384.18
450.0,455.0,534.96,364.88,384.18
455.0,455.0,534.96,364.88,384.18
501.0,502.0,556.28,488.5,384.31
487.07,510.68,556.28,488.5,384.31
491.1,504.1,505.88,488.5,384.31
534.54,539.87,518.95,413.17,384.31
489.01,499.82,501.5,413.17,384.31
460.0,460.0,501.5,413.17,384.31
490.0,501.0,501.5,413.17,384.31
490.0,501.0,505.57,413.17,384.31
473.56,486.56,505.57,413.17,384.31
466.07,481.07,505.57,413.17,384.31
486.1,484.1,491.88,413.17,384.31
439.16,430.16,491.88,413.17,384.31
468.16,477.16,461.93,413.17,384.31
466.46,477.46,461.93,413.17,384.31
466.46,477.46,507.24,413.17,384.31
466.46,477.46,487.78,413.17,384.31
550.0,550.0,487.78,413.17,384.31
481.0,429.0,540.0,413.17,384.31
481.0,429.0,525.78,413.17,384.31
481.0,429.0,497.35,413.17,384.31
454.0,454.0,451.8,413.17,384.31
454.0,454.0,497.0,413.17,384.31
483.0,486.0,497.0,413.17,384.31
483.0,486.0,550.0,413.17,384.31
483.0,486.0,537.78,413.17,384.31
478.88,499.88,537.78,400.13,384.31
479.0,479.0,537.78,400.13,384.31
479.0,479.0,527.42,400.13,384.31
479.0,479.0,473.78,400.13,384.31
497.0,515.0,473.78,400.13,384.31
472.0,480.0,507.78,400.13,384.31
468.93,468.93,464.12,400.13,384.31
468.93,468.93,511.99,400.13,384.31
496.1,514.1,511.99,400.13,384.31
496.1,504.1,484.88,400.13,384.31
471.0,472.0,484.88,400.13,384.31
534.54,539.87,518.95,400.13,413.17
459.0,459.0,485.0,400.13,330.0
490.0,490.0,510.0,430.0,350.0
514.0,514.0,514.0,430.0,350.0
503.46,506.46,514.0,430.0,350.0
503.46,506.46,467.45,430.0,350.0
503.46,506.46,506.06,430.0,350.0
450.84,450.84,498.47,430.0,350.0
507.13,525.13,498.47,430.0,350.0
469.71,480.73,498.47,430.0,350.0
470.16,493.16,471.93,430.0,350.0
489.3,504.49,471.93,430.0,381.79
489.3,504.49,513.0,430.0,381.79
489.3,504.49,515.65,430.0,381.79
461.09,471.04,477.51,339.99,345.34
469.0,469.0,477.51,339.99,345.34
480.0,480.0,488.78,488.5,381.31
515.14,508.14,488.78,467.14,381.31
484.91,496.23,514.0,467.14,381.31
473.46,476.46,514.0,516.46,331.76
465.0,465.0,493.0,516.46,331.76
465.0,465.0,485.78,516.46,331.76
495.0,495.0,490.0,485.0,460.0
495.0,495.0,495.72,485.0,460.0
495.0,495.0,499.89,485.0,460.0
495.0,495.0,488.28,485.0,460.0
448.11,463.11,457.04,485.0,460.0
464.9,464.9,457.04,485.0,460.0
464.9,464.9,498.75,485.0,460.0
482.0,482.0,498.75,355.0,460.0
483.13,494.13,498.75,355.0,460.0
483.13,494.13,480.88,355.0,460.0
483.13,494.13,506.0,355.0,460.0
483.13,494.13,486.77,355.0,460.0
492.7,490.0,486.77,355.0,460.0
501.0,501.0,486.77,355.0,460.0
477.0,477.0,486.77,355.0,460.0
477.0,477.0,520.65,355.0,460.0
477.0,477.0,514.54,355.0,460.0
477.0,477.0,536.02,355.0,460.0
480.0,480.0,650.78,355.0,460.0
480.0,480.0,518.92,355.0,460.0
496.55,508.44,547.4,355.0,460.0
531.13,539.13,554.91,355.0,460.0
501.88,509.88,410.65,349.88,334.18
501.88,509.88,454.35,349.88,334.18
490.1,490.1,485.88,349.88,334.18
490.1,490.1,507.74,349.88,334.18
490.1,490.1,491.78,349.88,334.18
496.55,508.44,547.4,349.88,334.18
537.13,565.13,523.9,535.13,437.43
474.8,485.25,523.9,535.13,437.43
488.5,488.5,523.9,535.13,437.43
462.0,490.0,523.9,535.13,437.43
462.0,490.0,518.92,535.13,437.43
477.0,477.0,518.92,535.13,437.43
455.0,455.0,518.92,535.13,437.43
504.58,502.33,518.92,535.13,437.43
511.1,512.1,530.88,535.13,437.43
539.93,544.52,534.99,535.13,417.82
539.93,544.52,518.92,535.13,417.82
498.53,409.22,355.52,535.13,417.82
480.0,480.0,355.52,535.13,417.82
480.0,480.0,520.57,535.13,417.82
483.56,491.56,520.57,535.13,417.82
466.07,481.07,520.57,535.13,417.82
496.1,494.1,506.88,535.13,417.82
432.16,480.16,506.88,535.13,417.82
467.16,490.16,486.93,535.13,417.82
477.0,477.46,486.93,535.13,417.82
477.0,477.46,514.74,535.13,417.82
477.0,477.46,489.78,535.13,417.82
550.0,550.0,489.78,535.13,417.82
499.0,472.0,540.78,535.13,417.82
499.0,472.0,455.78,535.13,417.82
499.0,472.0,499.78,535.13,417.82
454.0,458.5,482.8,535.13,417.82
454.0,458.5,497.0,535.13,417.82
472.0,472.0,460.0,535.13,417.82
488.1,491.1,460.0,535.13,417.82
488.1,491.1,543.0,535.13,417.82
488.1,491.1,537.78,535.13,417.82
476.88,482.88,537.78,400.13,417.82
500.0,500.0,537.78,400.13,417.82
500.0,500.0,526.42,400.13,417.82
500.0,500.0,473.78,400.13,417.82
507.0,525.0,473.78,400.13,417.82
472.0,480.0,507.78,400.13,417.82
472.0,480.0,531.99,400.13,417.82
511.1,514.1,531.99,400.13,417.82
485.1,499.1,524.88,400.13,417.82
485.0,486.0,524.88,400.13,417.82
539.93,544.52,534.99,400.13,417.82
470.0,470.0,485.0,350.0,340.0
520.0,520.0,560.0,460.0,380.0
515.0,515.0,530.0,460.0,380.0
513.45,526.45,530.0,460.0,380.0
513.45,526.45,481.45,460.0,380.0
513.45,526.45,520.06,460.0,380.0
478.84,478.84,497.47,460.0,380.0
502.13,515.13,497.47,460.0,380.0
474.8,485.28,497.47,460.0,380.0
485.16,493.16,501.93,460.0,380.0
489.3,499.49,501.93,460.0,376.79
489.3,499.49,528.65,460.0,376.79
470.46,480.29,490.71,345.35,354.59
459.0,459.0,517.0,369.5,365.18
520.14,523.14,517.0,467.14,365.18
483.46,486.46,517.0,467.14,331.76
480.0,480.0,493.0,467.14,331.76
480.0,480.0,489.48,467.14,331.76
497.0,497.0,505.0,490.0,465.0
497.0,497.0,515.72,490.0,465.0
497.0,497.0,516.89,490.0,465.0
497.0,497.0,502.28,490.0,465.0
458.11,473.11,460.04,490.0,465.0
481.9,481.9,460.04,490.0,465.0
481.9,481.9,506.75,490.0,465.0
522.0,540.0,506.75,420.0,465.0
483.13,494.13,506.75,420.0,465.0
483.13,494.13,480.88,420.0,465.0
483.13,494.13,526.0,420.0,465.0
483.13,494.13,494.11,420.0,465.0
472.0,471.0,494.11,420.0,465.0
484.0,485.0,494.11,420.0,465.0
503.0,503.0,494.11,420.0,465.0
477.0,477.0,494.11,420.0,465.0
477.0,477.0,502.65,420.0,465.0
477.0,477.0,492.54,420.0,465.0
477.0,477.0,516.02,420.0,465.0
475.0,475.0,510.0,420.0,465.0
491.88,501.88,510.0,420.0,465.0
491.88,501.88,528.92,420.0,465.0
556.93,509.71,529.04,420.0,465.0
531.13,539.13,554.91,420.0,465.0
501.88,504.88,398.65,354.88,333.18
501.88,504.88,459.35,354.88,333.18
501.88,504.88,495.74,354.88,333.18
556.93,509.71,529.04,354.88,333.18
497.13,505.13,530.9,380.13,417.43
487.28,485.28,530.9,380.13,417.43
488.0,488.0,530.9,380.13,417.43
510.0,510.0,530.9,380.13,417.43
510.0,510.0,528.92,380.13,417.43
477.0,477.0,528.92,380.13,417.43
460.0,465.0,528.92,380.13,417.43
472.0,472.0,528.92,380.13,417.43
501.0,502.0,556.28,488.5,348.31
496.45,482.53,556.28,488.5,348.31
487.0,495.0,528.5,488.5,348.31
537.15,544.55,516.34,488.5,417.85
537.15,544.55,528.92,488.5,417.85
500.6,514.46,528.92,488.5,340.76
480.0,480.0,528.92,488.5,340.76
482.0,506.0,528.92,488.5,340.76
482.0,506.0,495.57,488.5,340.76
483.56,496.56,495.57,488.5,340.76
496.1,494.1,506.88,488.5,340.76
432.16,470.16,506.88,488.5,340.76
469.16,472.16,508.93,488.5,340.76
471.5,471.46,508.93,488.5,340.76
471.5,471.46,492.84,488.5,340.76
471.5,471.46,471.78,488.5,340.76
550.0,550.0,471.78,488.5,340.76
472.0,495.0,522.78,488.5,340.76
472.0,495.0,510.1,488.5,340.76
454.0,458.5,482.8,488.5,340.76
454.0,458.5,484.0,488.5,340.76
488.1,491.1,484.0,488.5,340.76
488.1,491.1,550.0,488.5,340.76
488.1,491.1,537.78,488.5,340.76
476.88,482.88,537.78,400.13,340.76
500.0,500.0,537.78,400.13,340.76
500.0,500.0,499.12,400.13,340.76
500.0,500.0,473.78,400.13,340.76
502.0,510.0,473.78,400.13,340.76
472.0,480.0,507.78,400.13,340.76
472.0,480.0,541.99,400.13,340.76
511.1,514.1,541.99,400.13,340.76
485.1,494.1,554.88,400.13,340.76
537.15,544.55,516.34,400.13,340.76
470.0,470.0,475.0,378.0,330.0
520.0,520.0,560.0,400.0,330.0
522.0,522.0,546.0,400.0,330.0
518.45,526.45,546.0,400.0,330.0
518.45,526.45,456.15,400.0,330.0
518.45,526.45,494.76,400.0,330.0
478.84,478.84,502.47,400.0,330.0
507.13,520.13,502.47,400.0,330.0
487.28,485.28,502.47,400.0,330.0
479.16,479.16,501.93,400.0,330.0
479.16,479.16,506.0,400.0,330.0
472.49,485.38,475.17,350.18,313.68
497.0,497.0,526.0,502.5,348.31
517.14,520.14,526.0,467.14,348.31
486.23,504.23,520.01,467.14,348.31
478.46,481.46,520.01,467.14,290.76
478.46,481.46,482.78,467.14,290.76
492.0,492.0,500.0,465.0,400.0
492.0,492.0,507.72,465.0,400.0
492.0,492.0,491.89,465.0,400.0
492.0,492.0,482.28,465.0,400.0
448.11,478.11,460.04,465.0,400.0
482.0,485.0,460.04,465.0,400.0
482.0,485.0,489.75,465.0,400.0
522.0,540.0,489.75,420.0,400.0
481.13,497.13,489.75,420.0,400.0
481.13,497.13,480.88,420.0,400.0
481.13,497.13,486.0,420.0,400.0
477.0,476.0,486.0,420.0,400.0
482.0,480.0,486.0,420.0,400.0
488.0,488.0,486.0,420.0,400.0
488.0,488.0,518.65,420.0,400.0
488.0,488.0,492.54,420.0,400.0
488.0,488.0,516.02,420.0,400.0
475.0,475.0,510.08,420.0,400.0
493.88,506.88,510.08,420.0,400.0
493.88,506.88,518.92,420.0,400.0
527.13,525.13,529.04,420.0,400.0
501.88,504.88,415.65,364.88,333.18
501.88,504.88,451.35,364.88,333.18
501.88,504.88,491.74,364.88,333.18
527.13,525.13,529.04,364.88,333.18
507.13,505.13,530.9,380.13,417.43
487.84,485.84,530.9,380.13,417.43
488.5,488.5,530.9,380.13,417.43
500.0,500.0,530.9,380.13,417.43
500.0,500.0,518.92,380.13,417.43
477.0,477.0,518.92,380.13,417.43
472.0,472.0,518.92,380.13,417.43
487.92,486.54,518.92,380.13,417.43
482.0,482.0,528.5,380.13,417.43
531.45,544.04,512.23,380.13,371.34
480.0,480.0,512.23,380.13,371.34
477.0,525.0,512.23,380.13,371.34
477.0,525.0,482.57,380.13,371.34
478.56,495.56,482.57,380.13,371.34
460.07,476.07,482.57,380.13,371.34
496.1,494.1,506.88,380.13,371.34
432.16,440.16,506.88,380.13,371.34
471.08,488.94,508.93,380.13,371.34
471.0,471.46,508.93,380.13,371.34
471.0,471.46,487.84,380.13,371.34
471.0,471.46,462.78,380.13,371.34
535.0,535.0,462.78,380.13,371.34
493.0,465.0,520.78,380.13,371.34
493.0,465.0,500.78,380.13,371.34
462.0,470.0,500.78,380.13,371.34
458.5,482.8,500.78,380.13,371.34
458.5,482.8,484.0,380.13,371.34
488.1,491.1,484.0,380.13,371.34
488.1,491.1,524.88,380.13,371.34
488.1,491.1,532.78,380.13,371.34
476.88,482.88,532.78,400.13,371.34
500.0,500.0,532.78,400.13,371.34
500.0,500.0,495.42,400.13,371.34
500.0,500.0,473.78,400.13,371.34
502.0,510.0,473.78,400.13,371.34
472.0,480.0,507.78,400.13,371.34
472.0,480.0,511.99,400.13,371.34
511.1,514.1,511.99,400.13,371.34
478.1,491.1,494.88,400.13,371.34
486.0,487.0,494.88,400.13,371.34
531.45,544.04,512.23,400.13,371.34
470.0,470.0,472.0,400.13,290.0
520.0,520.0,560.0,430.0,330.0
507.0,507.0,510.0,430.0,330.0
518.45,526.45,510.0,430.0,330.0
518.45,526.45,452.45,430.0,330.0
518.45,526.45,511.06,430.0,330.0
478.84,478.84,502.47,430.0,330.0
507.13,520.13,502.47,430.0,330.0
487.84,485.84,502.47,430.0,330.0
479.16,479.16,501.93,430.0,330.0
495.0,495.0,503.0,502.5,342.31
515.14,515.14,503.0,467.14,342.31
486.13,497.13,516.91,467.14,342.31
478.46,481.46,516.91,467.14,290.76
482.0,482.0,480.0,467.14,290.76
482.0,482.0,503.72,467.14,290.76
482.0,482.0,491.89,467.14,290.76
482.0,482.0,473.28,467.14,290.76
472.11,485.11,492.04,345.11,290.76
482.0,485.0,492.04,345.11,290.76
481.9,481.9,492.04,345.11,290.76
512.0,530.0,492.04,415.0,290.76
487.44,505.25,492.04,415.0,290.76
487.44,505.25,471.88,415.0,290.76
487.44,505.25,486.0,415.0,290.76
472.0,485.0,486.0,415.0,290.76
479.0,478.0,486.0,415.0,290.76
499.0,499.0,486.0,415.0,290.76
499.0,499.0,507.65,415.0,290.76
499.0,499.0,497.04,415.0,290.76
499.0,499.0,516.02,415.0,290.76
475.0,475.0,520.08,415.0,290.76
486.88,504.88,520.08,415.0,290.76
486.88,504.88,508.92,415.0,290.76
500.74,507.83,529.04,415.0,290.76
501.88,504.88,415.65,364.88,333.18
501.88,504.88,452.35,364.88,333.18
480.1,480.1,465.88,364.88,333.18
480.1,480.1,505.74,364.88,333.18
480.1,480.1,477.78,364.88,333.18
500.74,507.83,529.04,364.88,333.18
507.13,505.13,530.9,380.13,417.43
490.84,488.84,530.9,380.13,417.43
488.5,488.5,530.9,380.13,417.43
500.0,500.0,530.9,380.13,417.43
500.0,500.0,508.92,380.13,417.43
477.0,477.0,508.92,380.13,417.43
460.0,465.0,508.92,380.13,417.43
472.0,472.0,508.92,380.13,417.43
483.39,490.57,508.92,380.13,417.43
490.0,490.0,505.88,380.13,417.43
543.53,543.81,520.44,380.13,371.11
543.53,543.81,508.92,380.13,371.11
496.45,504.09,325.39,380.13,371.11
480.0,480.0,325.39,380.13,371.11
494.0,504.0,325.39,380.13,371.11
494.0,504.0,492.57,380.13,371.11
441.1,448.1,492.57,380.13,371.11
471.07,478.07,492.57,356.07,371.11
496.1,494.1,506.88,356.07,371.11
469.16,479.16,479.93,356.07,371.11
498.0,498.46,479.93,356.07,371.11
498.0,498.46,502.84,356.07,371.11
498.0,498.46,481.78,356.07,371.11
535.0,535.0,481.78,356.07,371.11
484.0,495.0,537.78,356.07,371.11
484.0,495.0,505.78,356.07,371.11
402.0,415.0,505.78,356.07,371.11
454.0,458.5,482.8,356.07,371.11
454.0,458.5,484.0,356.07,371.11
488.1,491.1,484.0,356.07,371.11
488.1,491.1,534.88,356.07,371.11
488.1,491.1,537.78,356.07,371.11
471.88,395.13,474.88,356.07,371.11
500.0,500.0,474.88,356.07,371.11
500.0,500.0,514.42,356.07,371.11
500.0,500.0,473.78,356.07,371.11
502.0,500.0,473.78,356.07,371.11
472.0,480.0,507.78,356.07,371.11
472.0,480.0,506.99,356.07,371.11
511.1,514.1,506.99,356.07,371.11
481.1,489.1,494.88,356.07,371.11
485.0,486.0,494.88,356.07,371.11
543.53,543.81,520.44,356.07,371.11
470.0,470.0,482.0,356.07,290.0
530.0,530.0,585.0,440.0,320.0
507.0,507.0,507.0,440.0,320.0
518.45,526.45,507.0,440.0,320.0
518.45,526.45,471.45,440.0,320.0
518.45,526.45,510.06,440.0,320.0
469.84,469.84,502.47,440.0,320.0
507.13,520.13,502.47,440.0,320.0
490.84,488.84,502.47,440.0,320.0
479.16,483.16,501.93,440.0,320.0
491.3,492.49,501.93,440.0,366.79
478.22,484.72,478.85,347.25,484.72
485.0,485.0,478.85,347.25,484.72
459.0,479.0,503.0,379.5,331.31
522.14,518.14,503.0,467.14,331.31
